"","name","budget","company","country","director","genre","gross","rating","released","runtime","score","star","votes","writer","year","number of reviews"
"1146","In the Land of Women",1e+07,"Castle Rock Entertainment","USA","Jon Kasdan","Comedy","11043445.0","PG-13","2007-04-20",97,"6.5","Adam Brody","28844","Jon Kasdan",2007,74
"1147","In the Name of the King: A Dungeon Siege Tale",6e+07,"Boll Kino Beteiligungs GmbH & Co. KG","Germany","Uwe Boll","Action","4535117.0","PG-13","2008-01-11",127,"3.8","Jason Statham","39999","Doug Taylor",2007,368
"1148","In Time",4e+07,"Regency Enterprises","USA","Andrew Niccol","Action","37520095.0","PG-13","2011-10-28",109,"6.7","Justin Timberlake","324606","Andrew Niccol",2011,463
"1149","In Too Deep",7e+06,"Dimension Films","USA","Michael Rymer","Crime","14003141.0","R","1999-08-25",95,"6.2","Omar Epps","4935","Michael Henry Brown",1999,29
"1150","Incendies",6800000,"micro_scope","Canada","Denis Villeneuve","Drama","6857096.0","R","2011-07-29",131,"8.2","Lubna Azabal","97935","Denis Villeneuve",2010,156
"1151","Inception",1.6e+08,"Warner Bros.","USA","Christopher Nolan","Action","292576195.0","PG-13","2010-07-16",148,"8.8","Leonardo DiCaprio","1629342","Christopher Nolan",2010,2803
"1152","Independence Day",7.5e+07,"Twentieth Century Fox Film Corporation","USA","Roland Emmerich","Action","306169255.0","PG-13","1996-07-03",145,"7.0","Will Smith","461225","Dean Devlin",1996,856
"1153","Independence Day: Resurgence",1.65e+08,"Twentieth Century Fox Film Corporation","USA","Roland Emmerich","Action","103144286.0","PG-13","2016-06-24",120,"5.3","Liam Hemsworth","137119","Nicolas Wright",2016,520
"1154","Indiana Jones and the Kingdom of the Crystal Skull",1.85e+08,"Paramount Pictures","USA","Steven Spielberg","Action","317101119.0","PG-13","2008-05-22",122,"6.2","Harrison Ford","358563","David Koepp",2008,2054
"1155","Indiana Jones and the Last Crusade",4.8e+07,"Paramount Pictures","USA","Steven Spielberg","Action","197171806.0","PG-13","1989-05-24",127,"8.3","Harrison Ford","566432","Jeffrey Boam",1989,477
"1156","Infamous",1.3e+07,"Warner Independent Pictures (WIP)","USA","Douglas McGrath","Biography","1150403.0","R","2006-10-13",110,"7.1","Toby Jones","14841","Douglas McGrath",2006,102
"1157","Inglourious Basterds",7.5e+07,"Universal Pictures","USA","Quentin Tarantino","Adventure","120540719.0","R","2009-08-21",153,"8.3","Brad Pitt","988686","Quentin Tarantino",2009,1527
"1158","Inherent Vice",2e+07,"Ghoulardi Film Company","USA","Paul Thomas Anderson","Comedy","8110975.0","R","2015-01-09",148,"6.7","Joaquin Phoenix","72027","Paul Thomas Anderson",2014,242
"1159","Inside Llewyn Davis",1.1e+07,"CBS Films","USA","Ethan Coen","Drama","13235319.0","R","2014-01-10",104,"7.5","Oscar Isaac","109079","Joel Coen",2013,313
"1160","Inside Man",4.5e+07,"Universal Pictures","USA","Spike Lee","Crime","88513495.0","R","2006-03-24",129,"7.6","Denzel Washington","290361","Russell Gewirtz",2006,646
"1161","Inside Out",1.75e+08,"Pixar Animation Studios","USA","Pete Docter","Animation","356461711.0","PG","2015-06-19",95,"8.2","Amy Poehler","439792","Pete Docter",2015,773
"1162","Insidious",1500000,"Alliance Films","USA","James Wan","Horror","54009150.0","PG-13","2011-04-01",103,"6.8","Patrick Wilson","226632","Leigh Whannell",2010,752
"1163","Insidious: Chapter 2",5e+06,"FilmDistrict","USA","James Wan","Horror","83586447.0","PG-13","2013-09-13",106,"6.6","Patrick Wilson","123320","Leigh Whannell",2013,269
"1164","Insomnia",4.6e+07,"Alcon Entertainment","USA","Christopher Nolan","Drama","67355513.0","R","2002-05-24",118,"7.2","Al Pacino","235773","Hillary Seitz",2002,651
"1165","Inspector Gadget",9e+07,"Walt Disney Pictures","USA","David Kellogg","Action","97403112.0","PG","1999-07-23",78,"4.1","Matthew Broderick","38883","Andy Heyward",1999,231
"1166","Instinct",8e+07,"Spyglass Entertainment","USA","Jon Turteltaub","Drama","34098563.0","R","1999-06-04",126,"6.5","Anthony Hopkins","28633","Gerald Di Pego",1999,232
"1167","Instructions Not Included",5e+06,"Alebrije Cine y Video","Mexico","Eugenio Derbez","Comedy","44467206.0","PG-13","2013-09-06",115,"7.6","Eugenio Derbez","24412","Guillermo Ríos",2013,81
"1168","Insurgent",1.1e+08,"Summit Entertainment","USA","Robert Schwentke","Action","130179072.0","PG-13","2015-03-20",119,"6.3","Shailene Woodley","178165","Brian Duffield",2015,258
"1169","Interstellar",1.65e+08,"Paramount Pictures","USA","Christopher Nolan","Adventure","188020017.0","PG-13","2014-11-07",169,"8.6","Matthew McConaughey","1095553","Jonathan Nolan",2014,2725
"1170","Interview with the Vampire: The Vampire Chronicles",6e+07,"Geffen Pictures","USA","Neil Jordan","Drama","105264608.0","R","1994-11-11",123,"7.6","Brad Pitt","255095","Anne Rice",1994,406
